"Age","Workclass","Education","Occupation","Relationship","Race","Capital-gain","Capital-loss","Hours-per-week","Country","Outcome","Predicted outcome"
41,"Private","HS-grad","Protective-serv","Unmarried","Black",0,0,58,"United-States","<=50K","<=50K"
47,"Private","HS-grad","Exec-managerial","Husband","White",0,0,47,"United-States","<=50K","<=50K"
19,"Gov","No-school","Other-service","Husband","White",0,0,41,"United-States","<=50K","<=50K"
17,"Self-emp","HS-grad","Other-service","Own-child","White",0,0,31,"United-States","<=50K","<=50K"
48,"Gov","College","Farming-fishing","Own-child","White",4386,0,53,"United-States","<=50K","<=50K"
25,"Private","No-school","Prof-specialty","Not-in-family","White",0,0,21,"United-States","<=50K","<=50K"
30,"Private","Bachelors","Other-service","Husband","Black",0,0,24,"United-States",">50K","<=50K"
40,"Private","No-school","Adm-clerical","Husband","White",0,0,55,"United-States","<=50K","<=50K"
26,"Gov","College","Prof-specialty","Husband","White",0,0,38,"United-States",">50K","<=50K"
28,"Private","HS-grad","Machine-op-inspct","Husband","White",0,1887,58,"United-States","<=50K","<=50K"
57,"Self-emp","Bachelors","Craft-repair","Husband","White",0,0,34,"United-States","<=50K","<=50K"
34,"Private","Prof-school","Exec-managerial","Own-child","White",0,0,51,"United-States",">50K",">50K"
17,"Private","Bachelors","Adm-clerical","Unmarried","White",0,0,33,"United-States","<=50K","<=50K"
40,"Gov","College","Craft-repair","Not-in-family","White",0,0,41,"Mexico","<=50K","<=50K"
28,"Private","College","Farming-fishing","Not-in-family","White",0,0,34,"United-States","<=50K","<=50K"
33,"Private","College","Craft-repair","Husband","White",0,0,39,"United-States","<=50K","<=50K"
28,"Private","Bachelors","Exec-managerial","Husband","Black",0,0,38,"United-States","<=50K",">50K"
37,"Private","No-school","Other-service","Husband","White",0,0,28,"United-States","<=50K","<=50K"
17,"Private","No-school","Craft-repair","Husband","White",0,0,36,"United-States",">50K","<=50K"
61,"Private","No-school","Other-service","Other-relative","White",0,0,39,"Canada","<=50K","<=50K"
44,"Private","Bachelors","Exec-managerial","Husband","White",0,0,26,"United-States","<=50K",">50K"
52,"Gov","College","Tech-support","Other-relative","White",0,0,48,"United-States","<=50K","<=50K"
38,"Self-emp","No-school","Craft-repair","Not-in-family","White",0,0,35,"United-States","<=50K","<=50K"
33,"Private","HS-grad","Other-service","Unmarried","White",0,0,52,"United-States","<=50K","<=50K"
43,"Private","College","Other-service","Not-in-family","Black",0,0,35,"United-States","<=50K","<=50K"
31,"Private","Bachelors","Exec-managerial","Not-in-family","White",0,0,43,"United-States","<=50K",">50K"
48,"Self-emp","HS-grad","Craft-repair","Own-child","White",0,0,48,"India","<=50K","<=50K"
49,"Gov","HS-grad","Exec-managerial","Husband","White",0,0,31,"United-States",">50K","<=50K"
55,"Self-emp","College","Prof-specialty","Husband","White",0,0,37,"United-States","<=50K","<=50K"
56,"Self-emp","Masters","Handlers-cleaners","Own-child","White",0,0,40,"Vietnam","<=50K",">50K"
28,"Private","Bachelors","Farming-fishing","Own-child","White",0,0,34,"Mexico","<=50K","<=50K"
42,"Private","Bachelors","Exec-managerial","Unmarried","White",0,0,44,"United-States","<=50K",">50K"
38,"Private","College","Prof-specialty","Not-in-family","White",0,0,64,"United-States",">50K","<=50K"
20,"Private","No-school","Adm-clerical","Husband","White",0,0,34,"United-States","<=50K","<=50K"
37,"Private","College","Craft-repair","Husband","White",99999,0,60,"United-States",">50K",">50K"
17,"Private","Masters","Other-service","Not-in-family","White",5178,1902,24,"United-States","<=50K",">50K"
35,"Private","No-school","Craft-repair","Wife","White",0,0,46,"United-States","<=50K","<=50K"
35,"Private","College","Other-service","Not-in-family","Other",2174,0,46,"United-States","<=50K","<=50K"
33,"Private","Masters","Machine-op-inspct","Husband","White",0,0,42,"United-States",">50K",">50K"
26,"Private","Bachelors","Prof-specialty","Husband","White",0,0,28,"United-States","<=50K","<=50K"
41,"Private","HS-grad","Adm-clerical","Not-in-family","White",0,0,48,"United-States","<=50K","<=50K"
29,"Private","Bachelors","Other-service","Not-in-family","White",0,0,37,"United-States","<=50K","<=50K"
61,"Gov","Bachelors","Other-service","Husband","Asian-Pac-Islander",0,0,38,"United-States","<=50K","<=50K"
17,"Private","HS-grad","Prof-specialty","Not-in-family","White",0,0,43,"United-States","<=50K","<=50K"
44,"Self-emp","College","Farming-fishing","Own-child","White",0,0,71,"France","<=50K","<=50K"
63,"Private","HS-grad","Exec-managerial","Unmarried","White",0,0,38,"United-States","<=50K","<=50K"
17,"Gov","HS-grad","Craft-repair","Own-child","White",0,0,27,"United-States","<=50K","<=50K"
44,"Private","Doctorate","Prof-specialty","Husband","White",0,0,30,"United-States",">50K","<=50K"
40,"Private","Doctorate","Tech-support","Not-in-family","White",0,0,25,"United-States","<=50K","<=50K"
41,"Private","College","Craft-repair","Wife","White",0,0,68,"United-States","<=50K","<=50K"
35,"Self-emp","HS-grad","Other-service","Husband","White",0,0,32,"United-States","<=50K","<=50K"
24,"Private","No-school","Transport-moving","Husband","White",0,0,35,"United-States","<=50K","<=50K"
33,"Private","College","Exec-managerial","Not-in-family","White",0,0,33,"United-States","<=50K","<=50K"
33,"Without-pay","HS-grad","Adm-clerical","Own-child","White",0,0,43,"United-States","<=50K","<=50K"
40,"Private","Bachelors","Farming-fishing","Husband","Black",0,0,33,"England",">50K","<=50K"
30,"Private","College","Handlers-cleaners","Unmarried","White",0,0,44,"United-States","<=50K","<=50K"
44,"Private","Prof-school","Prof-specialty","Other-relative","Black",0,0,32,"Philippines","<=50K",">50K"
58,"Private","Bachelors","Transport-moving","Wife","White",0,0,24,"United-States",">50K","<=50K"
57,"Private","HS-grad","Transport-moving","Husband","White",0,0,48,"United-States","<=50K","<=50K"
34,"Gov","College","Exec-managerial","Own-child","Black",99999,0,42,"United-States",">50K",">50K"
17,"Gov","College","Craft-repair","Unmarried","White",0,0,46,"United-States","<=50K","<=50K"
28,"Private","HS-grad","Craft-repair","Husband","Amer-Indian-Eskimo",0,0,62,"United-States","<=50K","<=50K"
39,"Self-emp","HS-grad","Adm-clerical","Unmarried","White",0,0,53,"United-States","<=50K","<=50K"
37,"Gov","HS-grad","Prof-specialty","Not-in-family","White",0,0,39,"United-States","<=50K","<=50K"
17,"Private","College","Handlers-cleaners","Not-in-family","White",0,0,38,"United-States","<=50K","<=50K"
45,"Private","HS-grad","Sales","Husband","White",0,0,56,"Puerto-Rico","<=50K","<=50K"
31,"Private","Bachelors","Adm-clerical","Husband","White",0,0,56,"United-States",">50K","<=50K"
24,"Private","No-school","Other-service","Unmarried","White",0,0,56,"United-States",">50K","<=50K"
32,"Private","College","Farming-fishing","Unmarried","White",0,0,37,"United-States","<=50K","<=50K"
39,"Private","HS-grad","Adm-clerical","Not-in-family","White",0,0,22,"United-States","<=50K","<=50K"
28,"Private","College","Craft-repair","Husband","White",0,0,52,"United-States","<=50K","<=50K"
37,"Self-emp","HS-grad","Sales","Not-in-family","White",0,0,38,"China","<=50K","<=50K"
31,"Private","Bachelors","Prof-specialty","Husband","White",0,1848,36,"United-States",">50K",">50K"
36,"Gov","HS-grad","Handlers-cleaners","Own-child","White",3103,0,45,"United-States","<=50K","<=50K"
44,"Gov","Bachelors","Craft-repair","Not-in-family","White",3103,0,36,"United-States",">50K","<=50K"
39,"Self-emp","College","Sales","Husband","Asian-Pac-Islander",0,0,41,"United-States","<=50K","<=50K"
65,"Private","HS-grad","Exec-managerial","Own-child","White",0,0,39,"United-States",">50K","<=50K"
38,"Private","Bachelors","Exec-managerial","Husband","White",0,0,30,"United-States","<=50K",">50K"
23,"Private","HS-grad","Prof-specialty","Not-in-family","Black",0,0,46,"United-States","<=50K","<=50K"
34,"Private","College","Other-service","Husband","White",0,0,43,"United-States","<=50K","<=50K"
28,"Private","HS-grad","Craft-repair","Husband","White",0,0,29,"United-States","<=50K","<=50K"
25,"Private","No-school","Prof-specialty","Other-relative","White",0,0,40,"United-States",">50K","<=50K"
53,"Self-emp","Masters","Other-service","Husband","White",0,0,62,"United-States",">50K",">50K"
35,"Self-emp","HS-grad","Exec-managerial","Unmarried","White",0,0,45,"United-States",">50K","<=50K"
43,"Private","College","Adm-clerical","Husband","White",0,0,29,"United-States",">50K","<=50K"
19,"Private","College","Machine-op-inspct","Not-in-family","White",0,0,17,"United-States","<=50K","<=50K"
37,"Private","College","Other-service","Other-relative","Asian-Pac-Islander",99999,0,62,"United-States",">50K",">50K"
41,"Private","Masters","Transport-moving","Husband","White",0,0,37,"United-States",">50K",">50K"
40,"Private","Masters","Tech-support","Not-in-family","Black",0,0,53,"United-States",">50K",">50K"
28,"Private","No-school","Handlers-cleaners","Husband","Black",0,0,29,"United-States","<=50K","<=50K"
51,"Private","Masters","Other-service","Own-child","White",0,0,43,"United-States","<=50K",">50K"
28,"Private","HS-grad","Exec-managerial","Husband","White",0,1848,48,"United-States",">50K","<=50K"
45,"Self-emp","College","Handlers-cleaners","Husband","White",0,0,50,"United-States","<=50K","<=50K"
47,"Private","Bachelors","Exec-managerial","Husband","White",0,0,49,"United-States",">50K",">50K"
41,"Private","No-school","Other-service","Unmarried","Black",0,0,32,"United-States",">50K","<=50K"
45,"Private","Bachelors","Tech-support","Unmarried","White",0,0,38,"United-States",">50K","<=50K"
34,"Self-emp","College","Prof-specialty","Husband","White",0,0,40,"United-States","<=50K","<=50K"
60,"Private","HS-grad","Sales","Husband","White",0,0,27,"United-States","<=50K","<=50K"
42,"Private","No-school","Prof-specialty","Other-relative","White",0,0,41,"United-States","<=50K","<=50K"
41,"Private","Bachelors","Sales","Not-in-family","Black",0,0,41,"United-States","<=50K",">50K"
44,"Private","Bachelors","Adm-clerical","Husband","Black",0,0,56,"United-States",">50K","<=50K"
68,"Private","HS-grad","Transport-moving","Not-in-family","White",0,1740,29,"England","<=50K","<=50K"
35,"Private","HS-grad","Craft-repair","Husband","White",0,0,26,"United-States","<=50K","<=50K"
74,"Private","HS-grad","Sales","Not-in-family","White",0,0,45,"United-States","<=50K","<=50K"
35,"Private","College","Prof-specialty","Own-child","Black",0,0,47,"United-States","<=50K","<=50K"
34,"Private","College","Protective-serv","Not-in-family","White",99999,0,37,"Germany",">50K",">50K"
53,"Private","Masters","Craft-repair","Husband","White",3103,1902,40,"United-States",">50K","<=50K"
56,"Private","College","Craft-repair","Unmarried","White",0,0,40,"United-States",">50K","<=50K"
17,"Gov","Bachelors","Sales","Not-in-family","White",0,0,59,"United-States","<=50K","<=50K"
28,"Private","HS-grad","Armed-Forces","Husband","White",0,0,55,"England","<=50K","<=50K"
32,"Private","Masters","Protective-serv","Not-in-family","White",0,0,39,"United-States","<=50K",">50K"
41,"Self-emp","HS-grad","Exec-managerial","Not-in-family","Black",0,0,48,"United-States","<=50K","<=50K"
46,"Private","No-school","Prof-specialty","Not-in-family","White",0,0,55,"United-States",">50K","<=50K"
48,"Private","Bachelors","Machine-op-inspct","Not-in-family","White",0,0,40,"United-States",">50K",">50K"
58,"Private","Bachelors","Craft-repair","Other-relative","White",0,0,14,"United-States","<=50K","<=50K"
57,"Self-emp","Bachelors","Sales","Unmarried","White",0,0,38,"United-States","<=50K","<=50K"
40,"Private","College","Exec-managerial","Not-in-family","White",0,0,37,"United-States","<=50K","<=50K"
38,"Without-pay","HS-grad","Sales","Husband","White",0,0,27,"United-States","<=50K","<=50K"
54,"Private","No-school","Armed-Forces","Husband","Black",0,0,49,"United-States","<=50K","<=50K"
17,"Private","HS-grad","Adm-clerical","Husband","White",0,0,28,"United-States","<=50K","<=50K"
21,"Private","HS-grad","Other-service","Husband","White",0,0,47,"United-States","<=50K","<=50K"
29,"Private","Doctorate","Adm-clerical","Not-in-family","White",0,0,43,"United-States",">50K",">50K"
41,"Self-emp","Doctorate","Sales","Husband","White",0,0,48,"Vietnam",">50K",">50K"
44,"Private","No-school","Farming-fishing","Not-in-family","White",0,0,21,"Mexico","<=50K","<=50K"
47,"Gov","No-school","Prof-specialty","Not-in-family","White",0,0,39,"United-States","<=50K","<=50K"
26,"Private","HS-grad","Craft-repair","Own-child","White",0,0,36,"United-States","<=50K","<=50K"
23,"Private","HS-grad","Prof-specialty","Unmarried","White",7688,0,36,"United-States",">50K","<=50K"
33,"Gov","College","Transport-moving","Husband","Asian-Pac-Islander",0,0,55,"United-States",">50K","<=50K"
49,"Private","HS-grad","Farming-fishing","Not-in-family","White",0,0,53,"United-States","<=50K","<=50K"
53,"Self-emp","HS-grad","Adm-clerical","Not-in-family","White",0,0,39,"United-States","<=50K","<=50K"
20,"Private","College","Craft-repair","Wife","White",0,0,40,"United-States","<=50K","<=50K"
34,"Private","No-school","Prof-specialty","Other-relative","White",2174,0,45,"United-States","<=50K","<=50K"
47,"Private","HS-grad","Other-service","Not-in-family","White",0,0,46,"United-States","<=50K","<=50K"
28,"Gov","HS-grad","Other-service","Not-in-family","White",0,0,54,"Poland",">50K","<=50K"
64,"Private","Prof-school","Sales","Husband","White",0,0,38,"United-States",">50K",">50K"
47,"Private","HS-grad","Adm-clerical","Husband","White",0,0,46,"United-States","<=50K","<=50K"
17,"Private","Bachelors","Exec-managerial","Husband","White",0,1740,40,"United-States",">50K",">50K"
38,"Private","College","Exec-managerial","Husband","White",0,0,36,"United-States","<=50K","<=50K"
17,"Gov","Bachelors","Other-service","Own-child","Black",0,0,55,"United-States",">50K","<=50K"
51,"Private","HS-grad","Farming-fishing","Wife","White",0,0,42,"United-States","<=50K","<=50K"
56,"Gov","Bachelors","Handlers-cleaners","Not-in-family","White",0,0,38,"United-States",">50K","<=50K"
53,"Private","HS-grad","Other-service","Husband","White",0,0,37,"United-States","<=50K","<=50K"
56,"Private","College","Prof-specialty","Unmarried","White",0,0,49,"United-States",">50K","<=50K"
32,"Gov","HS-grad","Tech-support","Unmarried","White",7688,0,19,"United-States","<=50K","<=50K"
25,"Self-emp","Masters","Machine-op-inspct","Husband","White",5178,0,36,"United-States",">50K",">50K"
45,"Private","Doctorate","Adm-clerical","Not-in-family","Asian-Pac-Islander",0,0,36,"United-States","<=50K","<=50K"
40,"Private","College","Prof-specialty","Not-in-family","White",0,0,51,"United-States",">50K","<=50K"
66,"Self-emp","HS-grad","Craft-repair","Not-in-family","White",3103,0,21,"United-States","<=50K","<=50K"
28,"Private","No-school","Sales","Unmarried","White",0,0,36,"United-States",">50K","<=50K"
29,"Gov","No-school","Prof-specialty","Husband","Black",7298,0,39,"Vietnam","<=50K","<=50K"
50,"Gov","No-school","Machine-op-inspct","Not-in-family","White",0,0,62,"United-States","<=50K","<=50K"
49,"Private","College","Prof-specialty","Husband","White",0,0,41,"United-States","<=50K","<=50K"
36,"Gov","No-school","Prof-specialty","Husband","White",0,0,50,"United-States","<=50K","<=50K"
34,"Private","HS-grad","Tech-support","Unmarried","White",0,0,37,"Canada","<=50K","<=50K"
44,"Private","Bachelors","Sales","Husband","White",0,0,35,"India","<=50K","<=50K"
40,"Private","HS-grad","Handlers-cleaners","Husband","White",0,1573,33,"China","<=50K","<=50K"
37,"Private","Bachelors","Craft-repair","Husband","White",0,0,50,"United-States",">50K","<=50K"
32,"Private","Masters","Craft-repair","Wife","White",0,0,48,"United-States",">50K",">50K"
55,"Private","No-school","Adm-clerical","Husband","White",0,0,26,"United-States","<=50K","<=50K"
45,"Private","Doctorate","Prof-specialty","Husband","White",0,0,41,"United-States","<=50K",">50K"
54,"Private","College","Handlers-cleaners","Not-in-family","White",0,0,17,"Puerto-Rico","<=50K","<=50K"
38,"Gov","College","Machine-op-inspct","Not-in-family","White",0,0,26,"United-States","<=50K","<=50K"
57,"Private","Bachelors","Handlers-cleaners","Not-in-family","Black",7688,0,51,"India",">50K","<=50K"
48,"Private","No-school","Prof-specialty","Own-child","White",0,0,33,"United-States","<=50K","<=50K"
45,"Private","No-school","Other-service","Husband","White",0,0,18,"United-States","<=50K","<=50K"
17,"Private","HS-grad","Sales","Not-in-family","White",0,0,31,"Germany","<=50K","<=50K"
44,"Gov","No-school","Transport-moving","Husband","White",0,0,40,"United-States",">50K","<=50K"
30,"Private","Masters","Farming-fishing","Husband","White",0,0,53,"United-States",">50K",">50K"
52,"Gov","HS-grad","Handlers-cleaners","Husband","White",0,0,41,"India","<=50K","<=50K"
29,"Private","HS-grad","Prof-specialty","Other-relative","White",0,0,58,"Poland",">50K","<=50K"
35,"Self-emp","College","Exec-managerial","Wife","White",15024,0,31,"United-States",">50K",">50K"
25,"Gov","No-school","Other-service","Wife","White",0,0,48,"United-States","<=50K","<=50K"
21,"Private","College","Prof-specialty","Husband","White",0,0,36,"United-States",">50K","<=50K"
17,"Private","HS-grad","Craft-repair","Husband","White",0,0,37,"United-States","<=50K","<=50K"
40,"Private","HS-grad","Adm-clerical","Husband","White",0,0,49,"United-States","<=50K","<=50K"
49,"Private","Bachelors","Prof-specialty","Husband","White",0,0,26,"United-States","<=50K","<=50K"
43,"Gov","HS-grad","Exec-managerial","Not-in-family","White",0,0,6,"United-States","<=50K","<=50K"
38,"Private","Bachelors","Craft-repair","Husband","White",0,0,50,"United-States",">50K","<=50K"
44,"Private","HS-grad","Tech-support","Husband","White",0,0,49,"United-States","<=50K","<=50K"
56,"Self-emp","Masters","Craft-repair","Not-in-family","White",0,0,20,"United-States","<=50K","<=50K"
35,"Private","Prof-school","Craft-repair","Husband","White",0,0,33,"United-States",">50K","<=50K"
49,"Private","Bachelors","Exec-managerial","Husband","White",0,0,47,"United-States","<=50K",">50K"
26,"Private","College","Protective-serv","Husband","White",0,0,39,"United-States","<=50K","<=50K"
26,"Private","No-school","Sales","Unmarried","White",0,0,31,"United-States","<=50K","<=50K"
17,"Private","HS-grad","Exec-managerial","Husband","White",0,0,40,"United-States","<=50K","<=50K"
32,"Private","Bachelors","Adm-clerical","Not-in-family","Black",0,0,43,"United-States",">50K","<=50K"
55,"Gov","No-school","Other-service","Husband","White",0,1740,42,"United-States","<=50K","<=50K"
45,"Self-emp","Bachelors","Craft-repair","Unmarried","White",0,0,38,"United-States","<=50K","<=50K"
60,"Private","No-school","Exec-managerial","Husband","White",0,1573,48,"United-States",">50K","<=50K"
37,"Private","Bachelors","Prof-specialty","Husband","Black",5178,0,45,"United-States",">50K",">50K"
29,"Gov","HS-grad","Sales","Husband","White",0,0,17,"United-States","<=50K","<=50K"
50,"Gov","No-school","Exec-managerial","Husband","White",0,0,34,"Poland","<=50K","<=50K"
35,"Private","HS-grad","Sales","Not-in-family","White",0,0,33,"Cuba","<=50K","<=50K"
24,"Private","HS-grad","Craft-repair","Not-in-family","White",0,0,36,"United-States","<=50K","<=50K"
28,"Private","No-school","Sales","Husband","White",0,0,52,"Germany","<=50K","<=50K"
28,"Gov","Bachelors","Sales","Other-relative","White",0,0,56,"United-States","<=50K","<=50K"
44,"Self-emp","Bachelors","Adm-clerical","Wife","Black",0,0,43,"United-States","<=50K","<=50K"
26,"Gov","College","Adm-clerical","Husband","White",0,0,12,"United-States","<=50K","<=50K"
47,"Private","Bachelors","Craft-repair","Husband","White",0,0,38,"United-States","<=50K","<=50K"
59,"Private","College","Armed-Forces","Not-in-family","White",0,0,48,"France","<=50K","<=50K"
35,"Self-emp","No-school","Adm-clerical","Wife","White",0,0,32,"United-States","<=50K","<=50K"
57,"Gov","No-school","Farming-fishing","Not-in-family","White",0,0,29,"United-States","<=50K","<=50K"
32,"Private","Bachelors","Adm-clerical","Husband","White",0,0,53,"United-States","<=50K","<=50K"
40,"Private","HS-grad","Adm-clerical","Husband","White",0,0,28,"United-States","<=50K","<=50K"
56,"Private","HS-grad","Adm-clerical","Own-child","White",0,0,52,"Mexico","<=50K","<=50K"
53,"Gov","Bachelors","Exec-managerial","Husband","White",0,0,43,"Poland","<=50K",">50K"
43,"Private","No-school","Other-service","Unmarried","Asian-Pac-Islander",0,0,48,"United-States","<=50K","<=50K"
40,"Private","College","Transport-moving","Husband","White",0,0,50,"United-States","<=50K","<=50K"
29,"Without-pay","No-school","Farming-fishing","Unmarried","Black",0,0,47,"United-States","<=50K","<=50K"
53,"Gov","No-school","Other-service","Not-in-family","White",0,0,47,"United-States","<=50K","<=50K"
31,"Private","College","Exec-managerial","Other-relative","Black",0,1848,45,"United-States","<=50K","<=50K"
29,"Gov","College","Adm-clerical","Other-relative","Asian-Pac-Islander",15024,1740,38,"Canada","<=50K",">50K"
32,"Self-emp","College","Adm-clerical","Unmarried","White",0,0,38,"United-States","<=50K","<=50K"
49,"Private","Doctorate","Sales","Husband","White",0,0,44,"United-States",">50K",">50K"
17,"Private","No-school","Other-service","Husband","White",5178,0,30,"United-States","<=50K","<=50K"
19,"Self-emp","College","Craft-repair","Own-child","White",0,0,15,"United-States","<=50K","<=50K"
45,"Private","Bachelors","Sales","Husband","White",0,0,28,"United-States",">50K","<=50K"
18,"Gov","HS-grad","Prof-specialty","Husband","White",0,1902,46,"United-States",">50K","<=50K"
42,"Gov","No-school","Exec-managerial","Not-in-family","White",0,0,33,"United-States",">50K","<=50K"
50,"Gov","No-school","Other-service","Not-in-family","Black",0,0,42,"United-States","<=50K","<=50K"
46,"Self-emp","HS-grad","Machine-op-inspct","Own-child","White",0,0,45,"United-States","<=50K","<=50K"
44,"Private","College","Adm-clerical","Not-in-family","White",0,0,48,"United-States","<=50K","<=50K"
28,"Gov","HS-grad","Other-service","Own-child","White",0,0,58,"United-States","<=50K","<=50K"
52,"Private","Prof-school","Protective-serv","Other-relative","White",0,1740,43,"United-States",">50K",">50K"
37,"Private","HS-grad","Machine-op-inspct","Own-child","White",0,0,46,"United-States","<=50K","<=50K"
17,"Self-emp","College","Prof-specialty","Not-in-family","White",0,0,36,"United-States","<=50K","<=50K"
17,"Self-emp","College","Handlers-cleaners","Husband","White",0,0,32,"Iran","<=50K","<=50K"
32,"Private","College","Adm-clerical","Unmarried","White",0,0,40,"Mexico","<=50K","<=50K"
54,"Private","HS-grad","Craft-repair","Husband","White",0,0,69,"United-States",">50K","<=50K"
36,"Private","HS-grad","Sales","Husband","White",0,0,43,"United-States","<=50K","<=50K"
49,"Private","College","Other-service","Husband","Black",0,0,29,"Germany","<=50K","<=50K"
17,"Self-emp","Prof-school","Exec-managerial","Wife","White",0,0,38,"United-States",">50K",">50K"
77,"Private","No-school","Craft-repair","Unmarried","White",0,0,44,"United-States",">50K","<=50K"
39,"Self-emp","Masters","Adm-clerical","Husband","Asian-Pac-Islander",0,0,40,"Italy",">50K",">50K"
36,"Private","Doctorate","Machine-op-inspct","Own-child","White",0,0,44,"United-States",">50K",">50K"
52,"Private","No-school","Other-service","Not-in-family","White",0,0,27,"United-States",">50K","<=50K"
22,"Private","College","Armed-Forces","Other-relative","White",0,0,40,"United-States","<=50K","<=50K"
44,"Private","Bachelors","Craft-repair","Not-in-family","White",0,1902,37,"United-States",">50K","<=50K"
46,"Private","No-school","Exec-managerial","Wife","White",0,0,43,"United-States","<=50K","<=50K"
58,"Private","HS-grad","Sales","Husband","Black",0,0,40,"United-States","<=50K","<=50K"
46,"Private","No-school","Machine-op-inspct","Not-in-family","White",0,0,38,"United-States","<=50K","<=50K"
28,"Private","College","Adm-clerical","Husband","White",0,0,46,"United-States","<=50K","<=50K"
44,"Private","HS-grad","Adm-clerical","Husband","Black",0,0,55,"United-States","<=50K","<=50K"
36,"Private","HS-grad","Transport-moving","Unmarried","White",0,0,40,"United-States","<=50K","<=50K"
54,"Self-emp","HS-grad","Sales","Wife","White",0,0,33,"United-States","<=50K","<=50K"
38,"Private","HS-grad","Machine-op-inspct","Husband","White",0,0,38,"United-States","<=50K","<=50K"
47,"Private","Bachelors","Exec-managerial","Not-in-family","Black",0,0,49,"United-States",">50K",">50K"
37,"Private","College","Craft-repair","Husband","Black",0,0,24,"United-States","<=50K","<=50K"
27,"Gov","Bachelors","Exec-managerial","Husband","White",0,2415,26,"United-States",">50K",">50K"
39,"Private","HS-grad","Adm-clerical","Wife","White",0,0,46,"United-States","<=50K","<=50K"
32,"Private","Bachelors","Adm-clerical","Unmarried","White",0,0,36,"United-States","<=50K","<=50K"
40,"Gov","Bachelors","Adm-clerical","Unmarried","White",0,0,40,"United-States","<=50K","<=50K"
22,"Self-emp","Doctorate","Craft-repair","Unmarried","Other",0,0,49,"United-States","<=50K",">50K"
41,"Self-emp","College","Exec-managerial","Not-in-family","White",0,0,27,"United-States","<=50K","<=50K"
65,"Private","College","Sales","Wife","White",0,0,27,"United-States",">50K","<=50K"
46,"Private","Bachelors","Adm-clerical","Own-child","White",0,0,30,"Mexico","<=50K","<=50K"
19,"Self-emp","HS-grad","Transport-moving","Husband","White",0,0,34,"United-States","<=50K","<=50K"
21,"Self-emp","No-school","Adm-clerical","Unmarried","White",0,0,38,"United-States","<=50K","<=50K"
45,"Private","No-school","Machine-op-inspct","Husband","White",0,0,39,"United-States","<=50K","<=50K"
30,"Private","No-school","Other-service","Not-in-family","White",0,0,37,"United-States","<=50K","<=50K"
44,"Self-emp","Masters","Transport-moving","Wife","White",0,0,46,"France","<=50K",">50K"
60,"Self-emp","HS-grad","Sales","Not-in-family","White",0,0,28,"United-States","<=50K","<=50K"
17,"Private","College","Prof-specialty","Wife","White",0,0,51,"United-States","<=50K","<=50K"
42,"Private","College","Sales","Husband","White",0,0,39,"Canada","<=50K","<=50K"
47,"Self-emp","College","Transport-moving","Husband","White",0,0,36,"United-States","<=50K","<=50K"
44,"Private","College","Craft-repair","Not-in-family","White",0,0,47,"United-States","<=50K","<=50K"
63,"Self-emp","HS-grad","Armed-Forces","Not-in-family","White",0,0,25,"United-States","<=50K","<=50K"
25,"Private","College","Craft-repair","Husband","White",0,0,50,"Mexico","<=50K","<=50K"
43,"Private","No-school","Prof-specialty","Husband","White",15024,0,61,"United-States",">50K","<=50K"
58,"Private","College","Farming-fishing","Own-child","White",0,0,40,"United-States","<=50K","<=50K"
40,"Private","Bachelors","Craft-repair","Not-in-family","White",0,0,30,"United-States","<=50K","<=50K"
33,"Private","HS-grad","Protective-serv","Unmarried","Black",0,0,58,"United-States","<=50K","<=50K"
42,"Private","College","Prof-specialty","Unmarried","White",0,0,33,"United-States","<=50K","<=50K"
22,"Private","College","Adm-clerical","Not-in-family","Black",0,0,40,"United-States","<=50K","<=50K"
40,"Private","Doctorate","Adm-clerical","Not-in-family","White",0,0,42,"United-States",">50K",">50K"
29,"Gov","HS-grad","Adm-clerical","Own-child","White",0,0,54,"United-States","<=50K","<=50K"
28,"Self-emp","Doctorate","Prof-specialty","Unmarried","White",0,0,55,"United-States",">50K",">50K"
67,"Private","HS-grad","Other-service","Own-child","White",0,2415,21,"United-States","<=50K","<=50K"
41,"Private","No-school","Tech-support","Not-in-family","White",0,0,34,"United-States","<=50K","<=50K"
59,"Private","College","Armed-Forces","Husband","White",0,1848,39,"United-States","<=50K","<=50K"
48,"Self-emp","Bachelors","Sales","Husband","White",0,0,27,"United-States","<=50K","<=50K"
23,"Private","HS-grad","Prof-specialty","Unmarried","White",0,0,39,"United-States","<=50K","<=50K"
52,"Private","HS-grad","Farming-fishing","Not-in-family","White",5178,0,25,"United-States","<=50K","<=50K"
30,"Private","HS-grad","Craft-repair","Unmarried","Asian-Pac-Islander",0,0,41,"United-States","<=50K","<=50K"
41,"Gov","HS-grad","Other-service","Husband","Black",0,0,57,"United-States","<=50K","<=50K"
19,"Private","Bachelors","Craft-repair","Unmarried","Asian-Pac-Islander",0,0,44,"United-States",">50K","<=50K"
45,"Private","HS-grad","Exec-managerial","Husband","White",0,0,58,"United-States",">50K","<=50K"
44,"Private","No-school","Sales","Husband","White",5178,0,66,"United-States",">50K","<=50K"
45,"Private","College","Armed-Forces","Wife","White",0,0,29,"Iran","<=50K","<=50K"
30,"Private","No-school","Other-service","Unmarried","White",0,0,30,"United-States","<=50K","<=50K"
32,"Self-emp","HS-grad","Adm-clerical","Not-in-family","Black",0,0,35,"United-States",">50K","<=50K"
